fit_degree,n_points,ring_track,C3_intercept,C3_intercept_err,C3_c1,C3_c2,C3_R2,C4_intercept,C4_intercept_err,C4_c1,C4_c2,C4_R2,C4_over_C3_intercept
2,4,0.8,84.54567639699326,455.05135185394573,-593.621840391874,1150.715467824398,0.9778184117593408,5438.78379488504,144651.9121990133,-60789.32617801401,145542.37217579837,0.6639760266038985,64.32953199577764
